ID,LastName,FirstName,email,Plus,Minus,credit_card,Tax
17-0130128,Da Costa,Angélique,pdacosta7d@zdnet.com,$20590.62,$6491.17,3530668197002980,$15910.87
39-0792389,Castagne,Personnalisée,,$47364.99,$21420.12,374288861683109,$32379.99
79-7225587,Phidgin,Béatrice,mphidgin7f@newyorker.com,$42239.55,$29294.51,3557367003480476,$43123.71
98-1995622,Frickey,Almérinda,,$18583.52,$15445.39,3548444701645791,$19679.23
61-2942618,Foucar,Cléopatre,,$49947.92,$32316.27,5002358022828759,$19429.92
46-3612304,Mertin,Angélique,nmertin7i@tinypic.com,$35482.07,$40477.37,3567836436685305,$5435.59
50-1637949,Cornelius,Lài,ncornelius7j@jigsy.com,$28746.98,$13754.61,3568021991542949,$3176.91
34-1954291,Schmuhl,Marie-thérèse,fschmuhl7k@ning.com,$21890.56,$2114.45,5100176768278869,$18378.83
55-8489239,Lucy,Séverine,,$24468.47,$34609.56,3583788531885209,$24301.49
33-3719977,Birtwell,Gisèle,,$5030.36,$22733.13,675993695471742341,$36047.83
93-2438908,Philbrick,Yénora,dphilbrick7n@cisco.com,$31907.27,$10339.46,3569308570080048,$12600.04
80-1964683,Mulmuray,Desirée,dmulmuray7o@phpbb.com,$15224.64,$39957.80,503836114540794528,$37891.94
26-8009306,Bromilow,Kallisté,mbromilow7p@4shared.com,$20440.63,$24883.22,3578158746880436,$22706.61
23-5030199,McQuin,,,$20522.39,$27315.16,3579176918861728,$40891.20
36-1286924,Bardey,Maïly,lbardey7r@ustream.tv,$45892.64,$49927.68,4937099755057041,$12143.40
11-0499637,Clemendet,Maïly,rclemendet7s@taobao.com,$6996.10,$14249.93,3532894673192586,$46840.06
02-5340139,Du Plantier,Dafnée,yduplantier7t@businesswire.com,$37258.00,$49175.16,374622753600161,$35906.70
50-3170623,Avramchik,Gaétane,aavramchik7u@toplist.cz,$42962.29,$43704.01,3555514592337649,$41566.84
14-2240944,McGaughie,Zhì,rmcgaughie7v@devhub.com,$11912.75,$5893.92,201529363758025,$47482.81
38-1795316,Remer,Méghane,sremer7w@thetimes.co.uk,$33930.49,$47746.20,4905855348241874226,$21762.61
73-7712149,Brackley,Örjan,,$32956.07,$41866.74,5473351747283756,$45377.09
51-5845922,Lougheid,Léana,nlougheid7y@youku.com,$42662.74,$47556.41,374283833119373,$2361.46
54-6544396,Brigman,,fbrigman7z@gravatar.com,$6833.15,$3344.46,5602256582251764,$12333.63
87-9219050,Dowey,Andréanne,wdowey80@wikia.com,$32662.23,$24862.29,3547525779198670,$23821.21
10-8194259,Tuffell,,,$33012.88,$43492.22,4041378718423,$11568.02
72-1693208,Kalker,Aí,gkalker82@amazon.co.uk,$12472.28,$4261.11,3588334738756581,$20971.37
30-8255797,Senescall,Marylène,gsenescall83@google.pl,$30014.54,$13408.10,3530571353391710,$16566.99
47-6243568,Beamish,Lauréna,kbeamish84@archive.org,$24012.43,$20762.38,3572616926556593,$16872.43
75-9130535,Kubas,Méthode,dkubas85@microsoft.com,$9481.62,$38391.53,4017950196527,$17790.63
99-4353286,Semorad,Cléa,asemorad86@qq.com,$14840.59,$38115.26,3554319159839594,$3038.23
33-3134819,Lovewell,Clélia,blovewell87@wunderground.com,$38714.68,$25414.90,30413471892397,$9210.45
48-2655102,Loude,Erwéi,gloude88@loc.gov,$37020.93,$45283.31,6767853501388532833,$4707.04
99-3229662,Ventura,Pål,bventura89@ebay.com,$35728.80,$40109.42,3535626700703572,$38013.92
00-1357382,Bunker,Réservés,,$38131.02,$20343.80,3529073505457203,$40908.01
81-1070941,Coddrington,Märta,,$23743.38,$43407.37,5602228832546574,$10996.51
54-3106472,Eilhermann,,feilhermann8c@myspace.com,$12392.63,$29152.82,633422141135645828,$33060.04
68-9292347,Sinncock,Audréanne,zsinncock8d@nymag.com,$8124.65,$47081.29,5038675593585447009,$29985.92
93-4927627,Birkby,Rachèle,dbirkby8e@a8.net,$36781.55,$41680.36,5048376707432321,$26644.24
28-4806393,Hancock,Léane,fhancock8f@arizona.edu,$36916.75,$36012.47,4175006223127422,$13383.97
53-7487857,Gerauld,Chloé,sgerauld8g@bizjournals.com,$49500.05,$30124.47,3575912474107963,$21198.11
11-6191692,Cowles,,tcowles8h@yahoo.co.jp,$7493.66,$48679.95,6334613784444344647,$4355.23
99-4575185,Sweetsur,,ssweetsur8i@taobao.com,$38896.90,$33849.91,5641823744697676249,$16576.33
11-5454751,McCaig,Nélie,,$38014.11,$15792.27,3554793594847851,$3819.53
54-7713417,Mayward,Noëlla,jmayward8k@springer.com,$11482.81,$29366.89,30190681066869,$46698.70
56-5840004,Lintill,Adèle,llintill8l@over-blog.com,$21142.50,$20058.34,201872616707153,$32950.63
92-4657011,Harlick,Nadège,,$28081.01,$7763.99,6334389313303498,$34126.20
26-3870238,Spriggs,Gaétane,gspriggs8n@biblegateway.com,$36612.47,$39262.61,5893093434837088,$35938.36
22-8303750,Kareman,Maïwenn,jkareman8o@feedburner.com,$29500.29,$43672.17,30265622914730,$32720.36
88-4530381,di Rocca,Vénus,mdirocca8p@sakura.ne.jp,$19318.17,$21461.14,4903598730229534160,$44653.47
31-7692438,Broy,Loïca,abroy8q@list-manage.com,$24670.96,$19972.46,56022574791419096,$47723.68
33-9830553,De Cleyne,Alizée,bdecleyne8r@prlog.org,$26632.02,$5834.57,6304020937391518080,$24752.21
80-9679599,Jouning,Stévina,,$19685.58,$10127.02,560221487437514156,$13079.41
36-4116681,Dawidowitz,Alizée,vdawidowitz8t@liveinternet.ru,$7516.49,$14165.14,5602231122563614,$32887.64
41-6219341,Vreiberg,Mélanie,bvreiberg8u@ycombinator.com,$31731.59,$31331.11,30545074809656,$38268.03
54-7317926,Ferier,Marie-josée,,$3648.37,$1247.84,4328710153733325,$22858.94
66-1927581,Esmond,Göran,vesmond8w@cdc.gov,$3495.18,$46616.45,675924771844832061,$4577.73
23-1377036,O'Fogerty,,kofogerty8x@acquirethisname.com,$28863.27,$32798.61,6767776307210929716,$22016.74
01-8949680,Swyne,Irène,iswyne8y@sciencedaily.com,$44162.49,$18633.19,5311623109874463,$30013.24
54-9003250,Kale,Bécassine,vkale8z@engadget.com,$40339.78,$40896.85,3534855424176168,$28827.96
03-2818978,Sheardown,Solène,,$20569.34,$12532.11,3560653533771376,$22528.06
77-0387462,Gathercoal,Ruò,mgathercoal91@irs.gov,$21824.15,$37782.37,372301826949655,$16753.08
02-7364633,Drewet,Bénédicte,,$37982.98,$28618.91,4844924465529686,$1689.37
05-3434815,Abrashkov,Bérengère,eabrashkov93@cdc.gov,$13835.00,$14373.89,3569061843671867,$48958.87
51-0143285,Dibling,Vérane,,$41942.84,$9513.62,3584267040970306,$46774.15
63-2974567,McLinden,Vérane,mmclinden95@ucla.edu,$17234.47,$11998.00,3581843456679913,$40344.84
92-0471081,Losseljong,,flosseljong96@cnn.com,$28389.51,$11839.75,3541024295356935,$48269.90
02-6236406,Brazelton,Naëlle,hbrazelton97@earthlink.net,$15287.44,$2062.82,3559176328807885,$24974.24
15-3062560,Chattington,Naéva,,$44969.58,$28165.71,5602251795043595,$11149.94
23-4044710,Bernardes,Börje,hbernardes99@soup.io,$23161.12,$1368.34,3535264099214934,$39640.18
58-9790358,Imlin,Aloïs,dimlin9a@illinois.edu,$5773.41,$20056.73,6767236803173277,$33307.49
25-6170344,Eyton,Andréa,aeyton9b@ucoz.com,$35481.90,$40354.61,5602255183557405,$29610.84
63-1624967,Grestye,Gisèle,kgrestye9c@spiegel.de,$23253.91,$2363.69,3565974305228881,$13774.21
21-3746265,Clinning,,aclinning9d@bigcartel.com,$47887.48,$28528.17,3535753014870341,$21400.67
54-2667695,Samweyes,Lucrèce,rsamweyes9e@pagesperso-orange.fr,$12110.38,$18976.25,6767908687234918,$49296.87
17-1377645,Cazin,Angélique,ecazin9f@house.gov,$38270.71,$39960.33,3577752318744896,$36525.72
74-7063322,Bullocke,Marie-josée,kbullocke9g@issuu.com,$27569.38,$48475.07,3567719275836801,$25683.44
58-8827506,Iacovucci,Táng,giacovucci9h@soup.io,$20898.51,$31489.71,372301562438624,$29141.97
58-2059491,Giddings,Bécassine,pgiddings9i@cisco.com,$31674.37,$27239.49,3581438824375748,$16651.83
65-2921286,Fihelly,Geneviève,,$22178.29,$29920.06,67069519717856534,$41151.58
37-2559603,Tremlett,Tú,htremlett9k@rediff.com,$20302.22,$36355.33,3583873568309875,$13613.78
23-6312706,Thecham,,cthecham9l@fastcompany.com,$13374.22,$8446.61,5641828116742071,$28390.42
46-4039110,Gallie,Aurélie,,$45603.70,$18903.21,5010127214701060,$25749.81
45-7158440,Chasier,Edmée,fchasier9n@histats.com,$21998.23,$16389.45,4041596530839547,$5692.56
30-2941877,Lahrs,Méline,blahrs9o@alibaba.com,$18015.40,$29613.85,3584647427172750,$48940.14
52-4529032,Startin,Daphnée,lstartin9p@networkadvertising.org,$38287.61,$19379.01,5048378327063197,$5249.36
61-0568986,Shelley,Célia,,$26764.78,$40961.97,5007666511712598,$41919.18
51-8428628,Tames,Liè,gtames9r@privacy.gov.au,$29510.23,$13659.50,3561167855129203,$26890.21
62-2856007,Brettell,Lorène,nbrettell9s@nifty.com,$30039.20,$41802.74,5010129963521616,$26446.97
07-2617857,Dibnah,Estée,wdibnah9t@stanford.edu,$36375.15,$39878.33,30218072606660,$22966.60
81-8483643,Ovill,Garçon,aovill9u@biblegateway.com,$33445.94,$17411.87,3589693758314392,$18580.05
72-3118743,Robelin,Garçon,wrobelin9v@edublogs.org,$31634.82,$48795.07,5530404303951323,$9345.95
48-6584793,Hayne,Aurélie,ahayne9w@tripadvisor.com,$34072.09,$33672.50,560221970526547971,$21465.07
67-5215822,Flecknoe,Tú,kflecknoe9x@rediff.com,$18654.77,$31634.43,3583339006559984,$15168.55
60-9582291,Applin,Cécilia,japplin9y@businessinsider.com,$9202.60,$8671.95,3533270565773826,$23781.57
36-5153003,Binnell,Thérèse,abinnell9z@sitemeter.com,$42930.24,$31453.10,3534007738077035,$13112.63
21-0323718,Gehrtz,Tú,bgehrtza0@gmpg.org,$47116.05,$49938.83,3547549353002165,$33670.38
65-3325285,Shirland,Östen,cshirlanda1@about.me,$5292.02,$26618.35,3532394851547784,$1588.15
35-4964720,Petrovsky,Réservés,kpetrovskya2@nbcnews.com,$46402.27,$48381.27,30106975212555,$32029.17
97-1123046,Farndale,Michèle,dfarndalea3@altervista.org,$24592.51,$15359.55,3561227384981324,$43387.42
05-6535613,Nisen,Réservés,fnisena4@php.net,$45720.83,$15879.50,5610476807375988,$24043.95
34-2421877,Lamprecht,Lài,zlamprechta5@purevolume.com,$23991.47,$21361.81,4175006856851389,$3983.24
95-2017499,Durrant,Dorothée,kdurranta6@wikia.com,$39528.74,$40638.05,4508890334520908,$38575.92
57-8213606,Currom,Cléopatre,tcurroma7@wikispaces.com,$11608.61,$10419.93,3561251763683731,$33985.25
66-3723691,Mc Kellen,Dafnée,,$19054.35,$11151.42,3547074717632987,$21132.81
90-5748457,Benedicto,,rbenedictoa9@fc2.com,$9556.13,$45206.61,50380595928159718,$18139.01
68-0510485,McCullock,Bérénice,nmccullockaa@issuu.com,$4143.54,$5292.94,3531388667491097,$48226.59
83-7187904,Bossel,Mélissandre,pbosselab@mozilla.com,$9781.80,$36762.80,4903277015381894,$31459.84
43-0627002,Allix,Pò,callixac@noaa.gov,$48384.55,$37979.31,3567849114033763,$8630.78
93-5174426,Keely,Lauréna,,$10856.88,$1202.89,67597907157356480,$20394.69
09-9636591,MacFadden,Cécilia,cmacfaddenae@sphinn.com,$8965.81,$46440.90,3569459126761795,$47611.70
99-2317212,Bravery,Marie-hélène,gbraveryaf@wordpress.com,$38925.82,$2218.15,670647564757068436,$20730.50
47-6597240,Narramore,Nuó,pnarramoreag@shareasale.com,$45117.13,$16744.28,374288120671564,$12732.69
34-4267361,Pitkaithly,Anaé,ppitkaithlyah@jimdo.com,$42812.50,$40385.69,3536085796899951,$46544.70
84-5733195,Pridding,Almérinda,fpriddingai@xinhuanet.com,$1877.32,$35155.63,3575292421498660,$29821.89
65-5786476,McGall,Lauréna,fmcgallaj@home.pl,$13317.69,$40808.42,30083365999887,$5187.38
31-0519488,Biaggioni,Océane,abiaggioniak@godaddy.com,$28769.18,$41933.67,5893516778523989,$19338.48
51-9926025,Svanetti,Méthode,,$49276.93,$39223.93,3555532283019458,$36505.46
12-1885951,Mulcaster,Tán,cmulcasteram@uol.com.br,$35381.91,$3018.18,4913860426951286,$47233.16
40-2415529,Slaney,Kévina,lslaneyan@arizona.edu,$10481.50,$34009.09,5048376294079378,$25058.78
91-9341773,Vayro,Loïca,,$31848.20,$41432.77,3572343824752360,$25635.47
73-8855765,Belison,Réservés,jbelisonap@sfgate.com,$25353.97,$38864.28,3543661077494679,$29679.87
36-0981341,Gullis,Bécassine,lgullisaq@harvard.edu,$31164.23,$39257.94,30531101866414,$9761.19
01-0949140,Basilio,Clémence,cbasilioar@comcast.net,$16559.42,$20145.12,560225658955908915,$44277.86
82-1075615,Gencke,Gérald,agenckeas@mediafire.com,$37512.02,$47566.05,347950943050938,$22884.15
44-3142704,Kelling,,dkellingat@ehow.com,$9448.10,$24493.45,3543477116810407,$16208.05
10-8466093,Romagosa,Nélie,iromagosaau@ameblo.jp,$24004.45,$29611.06,30359269651133,$35653.44
08-8340810,Knibbs,Marie-ève,bknibbsav@hc360.com,$18641.89,$41508.74,58935221964212419,$12944.36
16-2727700,Burdett,,aburdettaw@merriam-webster.com,$46598.38,$5227.30,3557308215762020,$23963.95
46-1519648,Youle,Andréanne,byouleax@salon.com,$14427.84,$33842.48,6771365099455099201,$48116.16
01-6480819,Banner,Béatrice,,$32008.67,$15145.20,201867259470705,$18972.41
18-7692232,Fincke,Naéva,sfinckeaz@sciencedirect.com,$27406.22,$45301.62,589369309494431143,$46410.41
17-2122006,Melloi,,tmelloib0@shutterfly.com,$22381.56,$23593.98,30017200633327,$23521.90
48-8188194,Argue,Marylène,sargueb1@fema.gov,$13401.13,$11022.18,6767048308462513,$44357.71
86-1509838,Sapseed,Liè,gsapseedb2@accuweather.com,$8888.18,$48812.22,5018562493805996,$33205.69
63-2051845,Ohms,,dohmsb3@xinhuanet.com,$27205.79,$49814.65,3549835542361317,$45272.32
68-6253582,Fleeming,Pénélope,ffleemingb4@slate.com,$6880.22,$49618.88,4042535391237,$16154.65
12-5977351,McQuade,,rmcquadeb5@businessinsider.com,$26241.23,$22173.72,346708667660378,$15942.12
68-7311794,Ferriby,Angélique,aferribyb6@netlog.com,$23960.00,$35371.44,3550694731018188,$10600.03
90-8161834,Ciabatteri,Geneviève,mciabatterib7@deviantart.com,$5480.08,$33506.97,3565147522150218,$21216.26
08-1004902,Salzburger,Mårten,bsalzburgerb8@fotki.com,$8404.06,$13982.71,3533257910944384,$5767.22
18-3075511,D'Alesio,Méline,ydalesiob9@google.es,$9869.17,$45771.01,3570424649950264,$20158.83
25-2715442,Dorling,Véronique,,$32260.62,$19228.31,560222602423265204,$45346.48
33-6748729,Grent,Estée,vgrentbb@live.com,$46811.91,$5050.65,3542351489701967,$43227.95
42-5848491,O'Bradain,,cobradainbc@si.edu,$27868.42,$13754.66,3579764682202482,$38068.04
22-0986728,Deeble,Åke,gdeeblebd@oakley.com,$30101.16,$46185.65,4026623753586891,$42824.27
54-1431458,Pidon,Clémence,gpidonbe@mysql.com,$46375.35,$49998.77,6709434525248433,$41766.88
67-2581317,Erett,Örjan,,$44076.29,$12432.32,5602235260635308,$2187.79
85-9576625,Huniwall,Athéna,nhuniwallbg@ow.ly,$43916.83,$27532.92,3560915146216010,$6692.16
55-7666530,Tague,Lauréna,ataguebh@mac.com,$18155.78,$31017.06,3581468059233668,$20023.17
40-8135154,Leech,Yè,mleechbi@bluehost.com,$10599.94,$24447.53,490329235613767267,$36811.67
79-3868672,Lamke,Annotée,hlamkebj@geocities.com,$44008.26,$19817.34,374622743730409,$17050.23
76-3635216,Hauxwell,Clémentine,ehauxwellbk@cbsnews.com,$11446.24,$45362.50,5038643418694159544,$38854.87
75-8176893,Rubinovitch,Thérèse,arubinovitchbl@cloudflare.com,$5010.34,$31947.45,3551738214106462,$49178.09
65-0789410,Fellon,Eléonore,rfellonbm@facebook.com,$3374.15,$47540.12,3579624124291602,$18900.46
31-2697327,Kubica,Hélèna,wkubicabn@sphinn.com,$8811.99,$8423.59,3565577091490563,$49572.87
48-7336607,Meikle,Eléonore,tmeiklebo@bloomberg.com,$7624.03,$46880.54,4026271617252522,$35805.49
54-2184392,Ashburne,Méghane,hashburnebp@fda.gov,$9283.46,$44508.19,4913763188242193,$47387.08
66-0858449,Gowen,Táng,,$38067.14,$42323.73,5100133262622746,$42288.33
33-0525680,Eustace,Anaé,,$26520.31,$33224.30,5602248057210706,$24707.21
57-1970426,Truce,Styrbjörn,,$40329.45,$44231.59,30413895013257,$22868.89
14-2184382,Glasspoole,Sélène,tglasspoolebt@i2i.jp,$31544.70,$27170.70,6388464697859566,$34850.53
35-4898955,Rishbrook,Kallisté,,$36160.44,$35632.22,3529948803085279,$31199.46
73-3312844,Huffa,Marie-noël,ahuffabv@goodreads.com,$18870.10,$10104.15,0604585388238302559,$20480.79
49-5291005,Tyre,Camélia,atyrebw@usatoday.com,$40079.24,$42074.01,67630590749096183,$32877.93
74-1385114,Dressel,Loïs,pdresselbx@foxnews.com,$2435.50,$40624.04,670954062785244555,$42182.77
51-6426934,Lademann,,plademannby@whitehouse.gov,$40397.02,$35879.61,3545994971976154,$34692.48
18-9819236,Shovelin,Laïla,mshovelinbz@unc.edu,$41939.18,$7876.76,4905632790329690,$45720.25
88-7522737,Yorke,Wá,lyorkec0@amazon.co.uk,$33847.54,$25011.26,30553580931519,$11517.40
09-0524381,Dallewater,,,$14147.89,$41971.55,50201612164654224,$27804.68
52-5085748,Endon,Camélia,gendonc2@dailymotion.com,$37489.53,$12566.24,3584499168843524,$23308.66
26-2678302,Garnson,Médiamass,bgarnsonc3@pen.io,$31824.61,$38929.04,5610568445396473,$34489.54
73-7205492,Ivanovic,Lài,iivanovicc4@ow.ly,$18692.70,$36169.88,6399266880110039,$37646.42
35-0976936,Knolles-Green,Eliès,jknollesgreenc5@microsoft.com,$4962.60,$22312.76,3538962791943810,$38356.27
01-6092521,Costi,Maëlys,kcostic6@dailymotion.com,$44184.49,$22062.58,6767474150267938700,$10908.32
67-0817051,Pamplin,,ppamplinc7@spiegel.de,$12013.71,$43815.80,3556917416862909,$4191.83
06-7673434,Jerisch,Nadège,ijerischc8@admin.ch,$9100.07,$38581.81,5160693639895595,$32843.33
12-7906531,Foulcher,Maëlle,mfoulcherc9@aboutads.info,$40293.72,$32572.70,3589042621032130,$24904.78
96-1692525,Goshawk,Gérald,kgoshawkca@craigslist.org,$20317.62,$11693.06,3547030464158550,$21617.21
82-9474329,Dixie,Estève,,$18083.03,$34651.55,374283791651052,$35219.16
25-6402022,Dran,Estée,mdrancc@ted.com,$43386.20,$49105.70,3565023865620978,$9910.05
57-1052295,Tithecott,Océane,rtithecottcd@pinterest.com,$18373.70,$27925.98,201768737481498,$28606.15
96-2995999,Staite,Dù,jstaitece@ed.gov,$26269.83,$31293.68,5602242461512930348,$34695.04
43-4055918,Minigo,Laïla,mminigocf@blogtalkradio.com,$6973.54,$8734.57,3575701867812499,$46819.48
59-1300479,Hawarden,Erwéi,mhawardencg@cocolog-nifty.com,$40341.95,$38577.84,3549648033758143,$44974.67
85-6824479,Blemings,,rblemingsch@nationalgeographic.com,$9705.94,$1202.15,342893808814714,$41819.59
90-4919313,Keneleyside,Gösta,,$43645.51,$38640.26,675969350601019059,$9259.36
03-2526387,Hubbert,Maïlis,dhubbertcj@nydailynews.com,$13398.10,$14688.50,3530700318902812,$11282.47
47-6408585,Byers,Maïlys,,$1615.83,$7899.80,30054780929205,$19203.15
02-1992904,Skala,Nuó,cskalacl@umich.edu,$15318.40,$17851.34,5602210703464491,$41727.32
55-5046059,Errichi,Mylène,,$20510.57,$36645.24,5100144473693947,$19977.17
23-1856120,MacRitchie,Océanne,bmacritchiecn@japanpost.jp,$6121.05,$38799.95,3589521286996424,$24723.48
94-9512262,Bondy,Josée,gbondyco@google.co.jp,$18615.41,$44250.41,5505275815529117,$8683.91
96-3002853,Oultram,Edmée,loultramcp@nifty.com,$14076.93,$36824.01,3528482029440119,$42495.97
33-6144120,Feary,Angèle,,$17958.01,$48280.30,6304609942757842974,$13076.50
68-0612511,Normadell,Audréanne,snormadellcr@cdc.gov,$5511.17,$17091.71,201630339706344,$49837.59
98-0706707,Cattlow,Léone,,$25323.38,$34880.34,30540821429304,$32446.95
30-2762334,Beernt,Bérangère,,$31423.97,$39991.21,3529514038636615,$43894.09
06-2089262,M'Quhan,,cmquhancu@seesaa.net,$5337.52,$44176.98,060454212976498200,$12632.18
00-8116924,Crevy,Eléa,,$12522.08,$32978.85,3538716356026563,$20318.54
42-6470836,Dodding,Geneviève,bdoddingcw@twitpic.com,$13749.03,$33108.51,5641820406196076,$2006.80
74-1178087,Lightwood,Nuó,jlightwoodcx@vkontakte.ru,$30967.50,$5441.42,3578220428005755,$42675.35
16-6818864,Tinto,,ttintocy@ifeng.com,$14595.95,$1641.07,6385255818659155,$44480.39
22-3962985,Creffeild,Mélinda,,$49522.65,$31622.34,4917648624905931,$11263.19
33-7208052,Villa,Anaé,pvillad0@sphinn.com,$39281.22,$7157.80,3587677631903762,$45944.27
71-6776905,Dunne,Gaïa,gdunned1@patch.com,$41408.63,$13945.79,5427590474375825,$14050.29
02-6486623,Lerer,Åslög,llererd2@cafepress.com,$25684.06,$4513.92,4844276927683027,$35897.36
61-4913719,Gilder,,agilderd3@reuters.com,$5248.97,$37475.76,5524119412513974,$31817.37
55-1567645,Haps,Méghane,rhapsd4@feedburner.com,$45566.69,$6631.96,3534294484882491,$26801.93
32-1909422,Bedberry,Maëlann,,$41711.75,$10508.33,5602220057442779,$18319.05
88-5543465,Puffett,Maëlys,upuffettd6@fda.gov,$28787.39,$42839.35,3576941395837597,$25575.92
37-7877184,Bloyes,Laurène,mbloyesd7@deviantart.com,$21699.44,$34371.12,3578154968176744,$29185.54
33-1803926,Darco,Irène,mdarcod8@typepad.com,$5501.81,$30993.02,3580303504883869,$39081.73
54-5735894,Wealthall,Kuí,kwealthalld9@de.vu,$16636.67,$26661.42,3543755043206413,$43250.13
54-3263784,Bolus,Amélie,,$32964.74,$46777.14,670964414535251729,$32810.51
70-2816194,Affleck,Nélie,caffleckdb@msn.com,$26402.92,$35637.58,5602224408289913,$22050.14
02-0419399,Pressdee,Tán,kpressdeedc@wordpress.org,$6616.24,$13041.66,201954373633275,$16346.67
20-3560965,Cyson,Personnalisée,,$34932.98,$28356.36,06049333786652342,$47780.40
75-1506543,Addlestone,Laïla,paddlestonede@arizona.edu,$22204.08,$6612.69,36378694196195,$27295.85
65-7739003,Asker,Liè,easkerdf@businesswire.com,$6058.75,$28832.53,3552159131517419,$47263.60
51-3939712,Farrow,Yú,mfarrowdg@wikipedia.org,$21535.86,$49413.35,3566858560563133,$34284.21
94-5434183,Worsell,,gworselldh@upenn.edu,$27303.88,$11757.34,5020160979756967505,$35974.64
72-4390377,McNay,,vmcnaydi@hatena.ne.jp,$34052.96,$37062.29,3560251784203601,$10814.10
83-4912947,Pershouse,Göran,bpershousedj@51.la,$5057.34,$17423.82,4026818107804228,$23467.78
06-3703347,Plett,Maëlyss,mplettdk@indiegogo.com,$3796.85,$45125.95,201943641727001,$47262.95
80-1112168,Poletto,Mahélie,,$34076.82,$14791.44,3541913803634496,$38945.80
44-5706472,Messer,Almérinda,amesserdm@earthlink.net,$35853.11,$2234.62,3561163789723658,$48286.30
72-4429480,Ollive,Solène,,$49242.17,$33628.34,3586164496962614,$45496.26
98-9603668,Langhor,Maëlle,slanghordo@shutterfly.com,$6837.41,$46403.31,6759723030083957,$33759.22
43-2026269,Pawden,Léana,,$14104.80,$46830.13,5375022794735563,$12059.57
56-2461423,Rudkin,Gaëlle,drudkindq@istockphoto.com,$6632.75,$11036.38,3533157539468486,$16855.63
72-6296143,Dillinton,Annotés,jdillintondr@pen.io,$1688.92,$32978.37,3583662813163017,$29262.17
28-8475309,Ondrusek,Réservés,dondrusekds@cornell.edu,$29131.05,$3311.01,3532776406003026,$29073.48
32-0424991,Marshalleck,Gaétane,,$17883.79,$14388.81,3582772599806134,$3457.71
44-5534900,Merrywether,Daphnée,amerrywetherdu@shinystat.com,$18251.48,$30756.84,5566326862652959,$21917.06
56-6350563,Cupitt,Andrée,icupittdv@discovery.com,$4452.40,$31044.47,30280291461715,$37625.29
78-1605807,Kildale,Mà,wkildaledw@twitter.com,$31273.21,$29547.49,201671608289430,$27341.42
47-2177465,Dorgon,Célia,cdorgondx@hc360.com,$28013.30,$34236.24,5518276139280291,$8711.26
32-3168020,Anten,Mà,cantendy@tripod.com,$11557.78,$46255.49,675968926319268749,$26266.49
51-4907579,Barratt,Gisèle,tbarrattdz@amazonaws.com,$32864.06,$26164.06,5010127821139019,$26998.14
23-8592587,Fielders,Kù,cfielderse0@weibo.com,$1707.22,$13729.06,67099470598796023,$48595.82
14-1997877,Corser,Táng,dcorsere1@printfriendly.com,$9455.45,$12112.50,3536765841924231,$46516.31
96-1055827,O'Donohue,Clémence,godonohuee2@dion.ne.jp,$30431.31,$27689.70,3568205892775290,$37424.47
96-9952383,Sandison,,bsandisone3@bloglovin.com,$7830.38,$21505.73,36665032963413,$26317.69
93-1546288,Kimbell,Yè,jkimbelle4@com.com,$43923.09,$30767.78,6304155103698140188,$23240.85
19-7226624,Claw,Mélinda,hclawe5@yelp.com,$17519.02,$15237.28,36483022547612,$10972.83
83-3866268,Ginman,Françoise,dginmane6@deliciousdays.com,$25966.81,$12808.91,4903473236876557512,$18359.54
93-1167595,Shoemark,Méryl,hshoemarke7@cisco.com,$22098.27,$26779.37,3539566083251656,$23662.96
54-3853482,Massie,Estève,tmassiee8@va.gov,$26300.68,$6347.28,4905816020956925331,$13617.53
28-7691386,Ricket,Faîtes,prickete9@msn.com,$36135.52,$26504.12,5007668595313574,$42859.51
26-7941286,Peerless,Laurélie,rpeerlessea@macromedia.com,$46729.03,$30513.73,3542232738290129,$20070.33
29-6980263,Overel,Mylène,sovereleb@noaa.gov,$46964.53,$22836.67,3575557669975425,$5294.04
29-4530635,Eseler,Maëlann,beselerec@guardian.co.uk,$8034.20,$20659.46,4874959844329,$13311.23
69-6310073,Desforges,Annotée,ddesforgesed@hexun.com,$21271.22,$28791.89,5108753634846327,$28237.77
58-9934332,Lettson,,,$17277.96,$34766.78,6394019360523394,$28106.11
45-5573961,Gligori,Gösta,ngligorief@marketwatch.com,$2890.49,$9449.70,374288374171220,$30363.21
77-6567956,Sinnott,Lóng,ssinnotteg@imageshack.us,$27954.40,$13075.66,5007669187390335,$31659.61
57-3076720,Scohier,Östen,gscohiereh@jiathis.com,$17256.42,$37899.50,3580061209125230,$21705.62
53-1927384,Stitcher,Naëlle,gstitcherei@pcworld.com,$8072.95,$12212.54,3534526987611996,$12464.38
43-0289821,Gready,Desirée,,$11691.03,$1996.88,675975953477234058,$46875.76
77-4291683,Pollok,Tán,spollokek@microsoft.com,$2790.42,$29209.82,3589286790527228,$45714.38
63-5427411,Coch,Lén,,$21927.84,$30495.67,3534526963881589,$13751.19
02-1771035,Skydall,Görel,gskydallem@icio.us,$47574.60,$11835.81,4026588034023743,$25041.73
00-3042168,Muirhead,Desirée,lmuirheaden@economist.com,$4420.02,$16880.12,3567981407214352,$14547.99
27-0354536,O'Lyhane,Gwenaëlle,aolyhaneeo@ucla.edu,$34350.61,$28857.53,3540456937143167,$3587.71
03-7916848,Pentelow,Solène,apentelowep@pcworld.com,$32108.96,$1130.88,5010127860594603,$31448.81
